PMID,DOI,model,endocrine,download,Pub Yr,Title,LinkPMID,Tiab
24136191,10.1093/toxsci/kft235,0,0,0,2014,Multidimensional in vivo hazard assessment using zebrafish.,24136191,"Multidimensional in vivo hazard assessment using zebrafish.   Abstract:  There are tens of thousands of man-made chemicals in the environment; the inherent safety of most of these chemicals is not known. Relevant biological platforms and new computational tools are needed to prioritize testing of chemicals with limited human health hazard information. We describe an experimental design for high-throughput characterization of multidimensional in vivo effects with the power to evaluate trends relating to commonly cited chemical predictors. We evaluated all 1060 unique U.S. EPA ToxCast phase 1 and 2 compounds using the embryonic zebrafish and found that 487 induced significant adverse biological responses. The utilization of 18 simultaneously measured endpoints means that the entire system serves as a robust biological sensor for chemical hazard. The experimental design enabled us to describe global patterns of variation across tested compounds, evaluate the concordance of the available in vitro and in vivo phase 1 data with this study, highlight specific mechanisms/value-added/novel biology related to notochord development, and demonstrate that the developmental zebrafish detects adverse responses that would be missed by less comprehensive testing strategies."
24221536,10.1007/s00204-013-1164-8,0,0,0,2013,Recent developments in in vitro toxicology: perspectives of European research and Tox21.,24221536,Recent developments in in vitro toxicology: perspectives of European research and Tox21.   Abstract:  
24279462,10.1021/ci400527b,6,1,0,2013,Binary classification of a large collection of environmental chemicals from estrogen receptor assays by quantitative structure-activity relationship and machine learning methods.,24279462,"Binary classification of a large collection of environmental chemicals from estrogen receptor assays by quantitative structure-activity relationship and machine learning methods.   Abstract:  There are thousands of environmental chemicals subject to regulatory decisions for endocrine disrupting potential. The ToxCast and Tox21 programs have tested _8200 chemicals in a broad screening panel of in vitro high-throughput screening (HTS) assays for estrogen receptor (ER) agonist and antagonist activity. The present work uses this large data set to develop in silico quantitative structure-activity relationship (QSAR) models using machine learning (ML) methods and a novel approach to manage the imbalanced data distribution. Training compounds from the ToxCast project were categorized as active or inactive (binding or nonbinding) classes based on a composite ER Interaction Score derived from a collection of 13 ER in vitro assays. A total of 1537 chemicals from ToxCast were used to derive and optimize the binary classification models while 5073 additional chemicals from the Tox21 project, evaluated in 2 of the 13 in vitro assays, were used to externally validate the model performance. In order to handle the imbalanced distribution of active and inactive chemicals, we developed a cluster-selection strategy to minimize information loss and increase predictive performance and compared this strategy to three currently popular techniques: cost-sensitive learning, oversampling of the minority class, and undersampling of the majority class. QSAR classification models were built to relate the molecular structures of chemicals to their ER activities using linear discriminant analysis (LDA), classification and regression trees (CART), and support vector machines (SVM) with 51 molecular descriptors from QikProp and 4328 bits of structural fingerprints as explanatory variables. A random forest (RF) feature selection method was employed to extract the structural features most relevant to the ER activity. The best model was obtained using SVM in combination with a subset of descriptors identified from a large set via the RF algorithm, which recognized the active and inactive compounds at the accuracies of 76.1% and 82.8% with a total accuracy of 81.6% on the internal test set and 70.8% on the external test set. These results demonstrate that a combination of high-quality experimental data and ML methods can lead to robust models that achieve excellent predictive accuracy, which are potentially useful for facilitating the virtual screening of chemicals for environmental risk assessment."
24328182,10.1021/es404322p,0,0,0,2014,High-content screening assay for identification of chemicals impacting spontaneous activity in zebrafish embryos.,24328182,"High-content screening assay for identification of chemicals impacting spontaneous activity in zebrafish embryos.   Abstract:  Although cell-based assays exist, rapid and cost-efficient high-content screening (HCS) assays within intact organisms are needed to support prioritization for developmental neurotoxicity testing in rodents. During zebrafish embryogenesis, spontaneous tail contractions occur from late-segmentation (_19 h postfertilization, hpf) through early pharyngula (_29 hpf) and represent the first sign of locomotion. Using transgenic zebrafish (fli1:egfp) that stably express eGFP beginning at _14 hpf, we have developed and optimized a 384-well-based HCS assay that quantifies spontaneous activity within single zebrafish embryos after exposure to test chemicals in a concentration-response format. Following static exposure of one embryo per well from 5 to 25 hpf, automated image acquisition procedures and custom analysis protocols were used to quantify total body area and spontaneous activity in live embryos. Survival and imaging success rates across control plates ranged from 87.5 to 100% and 93.3-100%, respectively. Using our optimized procedures, we screened 16 chemicals within the US EPA's ToxCast Phase-I library, and found that exposure to abamectin and emamectin benzoate-both potent avermectins-abolished spontaneous activity in the absence of gross malformations. Overall, compared to existing locomotion-based zebrafish assays conducted later in development, this method provides a simpler discovery platform for identifying potential developmental neurotoxicants."
24328225,10.1021/tx400343t,0,0,0,2014,Analysis of Pfizer compounds in EPA's ToxCast chemicals-assay space.,24328225,"Analysis of Pfizer compounds in EPA's ToxCast chemicals-assay space.   Abstract:  The U.S. Environmental Protection Agency (EPA) launched the ToxCast program in 2007 with the goal of evaluating high-throughput in vitro assays to prioritize chemicals that need toxicity testing. Their goal was to develop predictive bioactivity signatures for toxic compounds using a set of in vitro assays and/or in silico properties. In 2009, Pfizer joined the ToxCast initiative by contributing 52 compounds with preclinical and clinical data for profiling across the multiple assay platforms available. Here, we describe the initial analysis of the Pfizer subset of compounds within the ToxCast chemical (n = 1814) and in vitro assay (n = 486) space. An analysis of the hit rate of Pfizer compounds in the ToxCast assay panel allowed us to focus our mining of assays potentially most relevant to the attrition of our compounds. We compared the bioactivity profile of Pfizer compounds to other compounds in the ToxCast chemical space to gain insights into common toxicity pathways. Additionally, we explored the similarity in the chemical and biological spaces between drug-like compounds and environmental chemicals in ToxCast and compared the in vivo profiles of a subset of failed pharmaceuticals having high similarity in both spaces. We found differences in the chemical and biological spaces of pharmaceuticals compared to environmental chemicals, which may question the applicability of bioactivity signatures developed exclusively based on the latter to drug-like compounds if used without prior validation with the ToxCast Phase-II chemicals. Finally, our analysis has allowed us to identify novel interactions for our compounds in particular with multiple nuclear receptors that were previously not known. This insight may help us to identify potential liabilities with future novel compounds."
24397816,10.1111/biom.12114,2,0,0,2014,Hierarchical dose-response modeling for high-throughput toxicity screening of environmental chemicals.,24397816,"Hierarchical dose-response modeling for high-throughput toxicity screening of environmental chemicals.   Abstract:  High-throughput screening (HTS) of environmental chemicals is used to identify chemicals with high potential for adverse human health and environmental effects from among the thousands of untested chemicals. Predicting physiologically relevant activity with HTS data requires estimating the response of a large number of chemicals across a battery of screening assays based on sparse dose-response data for each chemical-assay combination. Many standard dose-response methods are inadequate because they treat each curve separately and under-perform when there are as few as 6-10 observations per curve. We propose a semiparametric Bayesian model that borrows strength across chemicals and assays. Our method directly parametrizes the efficacy and potency of the chemicals as well as the probability of response. We use the ToxCast data from the U.S. Environmental Protection Agency (EPA) as motivation. We demonstrate that our hierarchical method provides more accurate estimates of the probability of response, efficacy, and potency than separate curve estimation in a simulation study. We use our semiparametric method to compare the efficacy of chemicals in the ToxCast data to well-characterized reference chemicals on estrogen receptor _ (ER_) and peroxisome proliferator-activated receptor _ (PPAR_) assays, then estimate the probability that other chemicals are active at lower concentrations than the reference chemicals."
24472442,10.1111/bcpt.12202,0,0,0,2014,In vitro approaches for detection of chemical sensitization.,24472442,"In vitro approaches for detection of chemical sensitization.   Abstract:  Concerns, legislation and research needs have precipitated developments such as the mode of action concept, the Tox21 strategy, the concept of pathways of toxicity and the adverse outcome pathway framework. New technologies and paradigms are currently transforming these concepts into applicable animal-free toxicity testing systems. The adverse outcome pathway framework provides a structure for collecting, organizing and evaluating the available data that describe the compound and the events resulting in an adverse outcome at a biological level of organization. The current chapter intends to provide a non-exhaustive review of (i) our current understanding of the molecular mechanisms driven the key events of the mode of action for sensitization induction by chemicals, (ii) the tools that were developed on the basis of the available knowledge and (iii) the major gaps that need to be filled."
24496634,10.1093/toxsci/kfu023,0,2,0,2014,AroER tri-screen is a biologically relevant assay for endocrine disrupting chemicals modulating the activity of aromatase and/or the estrogen receptor.,24496634,"AroER tri-screen is a biologically relevant assay for endocrine disrupting chemicals modulating the activity of aromatase and/or the estrogen receptor.   Abstract:  Endocrine disrupting chemicals (EDCs) interfere with the biosynthesis, metabolism, and functions of steroid hormones, including estrogens and androgens. Aromatase enzyme converts androgen to estrogen. Thus, EDCs against aromatase significantly impact estrogen- and/or androgen-dependent functions, including the development of breast cancer. The current study aimed to develop a biologically relevant cell-based high-throughput screening assay to identify EDCs that act as aromatase inhibitors (AIs), estrogen receptor (ER) agonists, and/or ER antagonists. The AroER tri-screen assay was developed by stable transfection of ER-positive, aromatase-expressing MCF-7 breast cancer cells with an estrogen responsive element (ERE) driven luciferase reporter plasmid. The AroER tri-screen can identify: estrogenic EDCs, which increase luciferase signal without 17_-estradiol (E2); anti-estrogenic EDCs, which inhibit the E2-induced luciferase signal; and AI-like EDCs, which suppress a testosterone-induced luciferase signal. The assay was first optimized in a 96-well plate format and then miniaturized into a 1536-well plate format. The AroER tri-screen was demonstrated to be suitable for high-throughput screening in the 1536-well plate format, with a 6.9-fold signal-to-background ratio, a 5.4% coefficient of variation, and a screening window coefficient (Z-factor) of 0.78. The assay suggested that bisphenol A (BPA) functions mainly as an ER agonist. Results from screening the 446 drugs in the National Institutes of Health Clinical Collection revealed 106 compounds that modulated ER and/or aromatase activities. Among these, two AIs (bifonazole and oxiconazole) and one ER agonist (paroxetine) were confirmed through alternative aromatase and ER activity assays. These findings indicate that AroER tri-screen is a useful high-throughput screening system for identifying ER ligands and aromatase-inhibiting chemicals."
24684691,10.1111/bcpt.12239,3,0,0,2014,In vitro and modelling approaches to risk assessment from the U.S. Environmental Protection Agency ToxCast programme.,24684691,"In vitro and modelling approaches to risk assessment from the U.S. Environmental Protection Agency ToxCast programme.   Abstract:  A significant challenge in toxicology is the 'too many chemicals' problem. Human beings and environmental species are exposed to tens of thousands of chemicals, only a small percentage of which have been tested thoroughly using standard in vivo test methods. This study reviews several approaches that are being developed to deal with this problem by the U.S. Environmental Protection Agency, under the umbrella of the ToxCast programme (http://epa.gov/ncct/toxcast/). The overall approach is broken into seven tasks: (i) identifying biological pathways that, when perturbed, can lead to toxicity; (ii) developing high-throughput in vitro assays to test chemical perturbations of these pathways; (iii) identifying the universe of chemicals with likely human or ecological exposure; (iv) testing as many of these chemicals as possible in the relevant in vitro assays; (v) developing hazard models that take the results of these tests and identify chemicals as being potential toxicants; (vi) generating toxicokinetics data on these chemicals to predict the doses at which these hazard pathways would be activated; and (vii) developing exposure models to identify chemicals for which these hazardous dose levels could be achieved. This overall strategy is described and briefly illustrated with recent examples from the ToxCast programme."
24837663,10.1038/nbt.2914,1,0,0,2014,Phenotypic screening of the ToxCast chemical library to classify toxic and therapeutic mechanisms.,24837663,"Phenotypic screening of the ToxCast chemical library to classify toxic and therapeutic mechanisms.   Abstract:  Addressing the safety aspects of drugs and environmental chemicals has historically been undertaken through animal testing. However, the quantity of chemicals in need of assessment and the challenges of species extrapolation require the development of alternative approaches. Our approach, the US Environmental Protection Agency's ToxCast program, utilizes a large suite of in vitro and model organism assays to interrogate important chemical libraries and computationally analyze bioactivity profiles. Here we evaluated one component of the ToxCast program, the use of primary human cell systems, by screening for chemicals that disrupt physiologically important pathways. Chemical-response signatures for 87 endpoints covering molecular functions relevant to toxic and therapeutic pathways were generated in eight cell systems for 641 environmental chemicals and 135 reference pharmaceuticals and failed drugs. Computational clustering of the profiling data provided insights into the polypharmacology and potential off-target effects for many chemicals that have limited or no toxicity information. The endpoints measured can be closely linked to in vivo outcomes, such as the upregulation of tissue factor in endothelial cell systems by compounds linked to the risk of thrombosis in vivo. Our results demonstrate that assaying complex biological pathways in primary human cells can identify potential chemical targets, toxicological liabilities and mechanisms useful for elucidating adverse outcome pathways."
24845243,10.1016/j.yrtph.2014.05.010,8,5,0,2014,Developing scientific confidence in HTS-derived prediction models: lessons learned from an endocrine case study.,24845243,"Developing scientific confidence in HTS-derived prediction models: lessons learned from an endocrine case study.   Abstract:  High throughput (HTS) and high content (HCS) screening methods show great promise in changing how hazard and risk assessments are undertaken, but scientific confidence in such methods and associated prediction models needs to be established prior to regulatory use. Using a case study of HTS-derived models for predicting in vivo androgen (A), estrogen (E), thyroid (T) and steroidogenesis (S) endpoints in endocrine screening assays, we compare classification (fitting) models to cross validation (prediction) models. The more robust cross validation models (based on a set of endocrine ToxCast» assays and guideline in vivo endocrine screening studies) have balanced accuracies from 79% to 85% for A and E, but only 23% to 50% for T and S. Thus, for E and A, HTS results appear promising for initial use in setting priorities for endocrine screening. However, continued research is needed to expand the domain of applicability and to develop more robust HTS/HCS-based prediction models prior to their use in other regulatory applications. Based on the lessons learned, we propose a framework for documenting scientific confidence in HTS assays and the prediction models derived therefrom. The documentation, transparency and the scientific rigor involved in addressing the elements in the proposed Scientific Confidence Framework could aid in discussions and decisions about the prediction accuracy needed for different applications."
24972624,10.1517/17425255.2014.934670,0,0,0,2014,Predicting the carcinogenicity of chemicals with alternative approaches: recent advances.,24972624,"Predicting the carcinogenicity of chemicals with alternative approaches: recent advances.   Abstract:  BACKGROUND: Alternative approaches to the rodent bioassay are necessary for early identification of problematic drugs and biocides during the development process, and are the only practicable tool for assessing environmental chemicals with no or adequate safety documentation. METHODS: This review informs on: i) the traditional prescreening through genotoxicity testing; ii) an integrative approach that assesses DNA-reactivity and ability to disorganize tissues; iii) new applications of omics technologies (ToxCast/Tox21 project); iv) a pragmatic approach aimed at filling data gaps by intrapolating/extrapolating from similar chemicals (read-across, category formation). The review also approaches the issue of the concerns about false-positive and false-negative results that prevents a wider acceptance and use of alternatives. CONCLUSIONS: The review addresses strengths and limitations of various proposals, and concludes on the need of differential approaches to the issue of false negatives and false positives. False negatives can be eliminated or reduced below the variability of the animal assay with conservative quantitative structure-activity relationships or in vitro tests; false positives can be cleared with ad hoc mechanistically based follow-ups. This framework can permit a reduction of animal testing and a better protection of human health."
24997244,10.1016/j.neuro.2014.06.012,0,0,0,2014,Multi-well microelectrode array recordings detect neuroactivity of ToxCast compounds.,24997244,"Multi-well microelectrode array recordings detect neuroactivity of ToxCast compounds.   Abstract:  Spontaneous activity in neuronal cultures on microelectrode arrays (MEAs) is sensitive to effects of drugs, chemicals, and particles. Multi-well MEA (mwMEA) systems have increased throughput of MEAs, enabling their use for chemical screening. The present experiments examined a subset of EPA's ToxCast compounds for effects on spontaneous neuronal activity in primary cortical cultures using 48-well MEA plates. A first cohort of 68 compounds was selected from the ToxCast Phase I and II libraries; 37 were positive in one or more of 20 individual ToxCast Novascreen assays related to ion channels (NVS_IC), with the remainder selected based on known neuroactivity. A second cohort of 25 compounds was then tested with 20 originating from the ToxCast Phase I and II libraries (not hits in NVS_IC assays) and 5 known negatives from commercial vendors. Baseline activity (1h) was recorded prior to exposing the networks to compounds for 1h, and the weighted mean firing rate (wMFR) was determined in the absence and presence of each compound. Compounds that altered activity by greater than the weighted change of DMSO-treated wells plus 2SD were considered &quot;hits&quot;. Of the first set of 68 compounds, 54 altered wMFR by more than the threshold, while in the second set, 13/25 compounds were hits. MEAs detected 30 of 37 (81.1%) compounds that were hits in NVS_IC assays, as well as detected known neurotoxicants that were negative in NVS_IC assays, primarily pyrethroids and GABAA receptor antagonists. Conversely, wMFR of cortical neuronal networks on MEAs was insensitive to nicotinic compounds, as only one neonicotinoid was detected by MEAs; this accounts for the bulk of non-concordant compounds between MEA and NVS_IC assays. These data demonstrate that mwMEAs can be used to screen chemicals efficiently for potential neurotoxicity, and that the results are concordant with predictions from ToxCast NVS_IC assays for interactions with ion channels."
25012808,10.1038/srep05664,0,0,0,2014,Profiling of the Tox21 10K compound library for agonists and antagonists of the estrogen receptor alpha signaling pathway.,25012808,"Profiling of the Tox21 10K compound library for agonists and antagonists of the estrogen receptor alpha signaling pathway.   Abstract:  The U.S. Tox21 program has screened a library of approximately 10,000 (10K) environmental chemicals and drugs in three independent runs for estrogen receptor alpha (ER_) agonist and antagonist activity using two types of ER reporter gene cell lines, one with an endogenous full length ER_ (ER-luc; BG1 cell line) and the other with a transfected partial receptor consisting of the ligand binding domain (ER-bla; ER_ _-lactamase cell line), in a quantitative high-throughput screening (qHTS) format. The ability of the two assays to correctly identify ER_ agonists and antagonists was evaluated using a set of 39 reference compounds with known ER_ activity. Although both assays demonstrated adequate (i.e. &gt;80%) predictivity, the ER-luc assay was more sensitive and the ER-bla assay more specific. The qHTS assay results were compared with results from previously published ER_ binding assay data and showed &gt;80% consistency. Actives identified from both the ER-bla and ER-luc assays were analyzed for structure-activity relationships (SARs) revealing known and potentially novel ER_ active structure classes. The results demonstrate the feasibility of qHTS to identify environmental chemicals with the potential to interact with the ER_ signaling pathway and the two different assay formats improve the confidence in correctly identifying these chemicals."
25014875,10.1021/es501955g,6,0,0,2014,Application of mass balance models and the chemical activity concept to facilitate the use of in vitro toxicity data for risk assessment.,25014875,"Application of mass balance models and the chemical activity concept to facilitate the use of in vitro toxicity data for risk assessment.   Abstract:  Practical, financial, and ethical considerations related to conducting extensive animal testing have resulted in various initiatives to promote and expand the use of in vitro testing data for chemical evaluations. Nominal concentrations in the aqueous phase corresponding to an effect (or biological activity) are commonly reported and used to characterize toxicity (or biological response). However, the true concentration in the aqueous phase can be substantially different from the nominal. To support in vitro test design and aid the interpretation of in vitro toxicity data, we developed a mass balance model that can be parametrized and applied to represent typical in vitro test systems. The model calculates the mass distribution, freely dissolved concentrations, and cell/tissue concentrations corresponding to the initial nominal concentration and experimental conditions specified by the user. Chemical activity, a metric which can be used to assess the potential for baseline toxicity to occur, is also calculated. The model is first applied to a set of hypothetical chemicals to illustrate the degree to which test conditions (e.g., presence or absence of serum) influence the distribution of the chemical in the test system. The model is then applied to set of 1194 real substances (predominantly from the ToxCast chemical database) to calculate the potential range of concentrations and chemical activities under assumed test conditions. The model demonstrates how both concentrations and chemical activities can vary by orders of magnitude for the same nominal concentration."
25058446,10.1016/j.taap.2014.07.009,6,1,0,2014,Prediction of binding affinity and efficacy of thyroid hormone receptor ligands using QSAR and structure-based modeling methods.,25058446,"Prediction of binding affinity and efficacy of thyroid hormone receptor ligands using QSAR and structure-based modeling methods.   Abstract:  The thyroid hormone receptor (THR) is an important member of the nuclear receptor family that can be activated by endocrine disrupting chemicals (EDC). Quantitative Structure-Activity Relationship (QSAR) models have been developed to facilitate the prioritization of THR-mediated EDC for the experimental validation. The largest database of binding affinities available at the time of the study for ligand binding domain (LBD) of THR_ was assembled to generate both continuous and classification QSAR models with an external accuracy of R(2)=0.55 and CCR=0.76, respectively. In addition, for the first time a QSAR model was developed to predict binding affinities of antagonists inhibiting the interaction of coactivators with the AF-2 domain of THR_ (R(2)=0.70). Furthermore, molecular docking studies were performed for a set of THR_ ligands (57 agonists and 15 antagonists of LBD, 210 antagonists of the AF-2 domain, supplemented by putative decoys/non-binders) using several THR_ structures retrieved from the Protein Data Bank. We found that two agonist-bound THR_ conformations could effectively discriminate their corresponding ligands from presumed non-binders. Moreover, one of the agonist conformations could discriminate agonists from antagonists. Finally, we have conducted virtual screening of a chemical library compiled by the EPA as part of the Tox21 program to identify potential THR_-mediated EDCs using both QSAR models and docking. We concluded that the library is unlikely to have any EDC that would bind to the THR_. Models developed in this study can be employed either to identify environmental chemicals interacting with the THR or, conversely, to eliminate the THR-mediated mechanism of action for chemicals of concern."
25090246,10.1371/journal.pone.0104190,1,0,0,2014,High-content screening in zebrafish embryos identifies butafenacil as a potent inducer of anemia.,25090246,"High-content screening in zebrafish embryos identifies butafenacil as a potent inducer of anemia.   Abstract:  Using transgenic zebrafish (fli1:egfp) that stably express enhanced green fluorescent protein (eGFP) within vascular endothelial cells, we recently developed and optimized a 384-well high-content screening (HCS) assay that enables us to screen and identify chemicals affecting cardiovascular development and function at non-teratogenic concentrations. Within this assay, automated image acquisition procedures and custom image analysis protocols are used to quantify body length, heart rate, circulation, pericardial area, and intersegmental vessel area within individual live embryos exposed from 5 to 72 hours post-fertilization. After ranking developmental toxicity data generated from the U.S. Environmental Protection Agency's (EPA's) zebrafish teratogenesis assay, we screened 26 of the most acutely toxic chemicals within EPA's ToxCast Phase-I library in concentration-response format (0.05-50 µM) using this HCS assay. Based on this screen, we identified butafenacil as a potent inducer of anemia, as exposure from 0.39 to 3.125 µM butafenacil completely abolished arterial circulation in the absence of effects on all other endpoints evaluated. Butafenacil is an herbicide that inhibits protoporphyrinogen oxidase (PPO)--an enzyme necessary for heme production in vertebrates. Using o-dianisidine staining, we then revealed that severe butafenacil-induced anemia in zebrafish was due to a complete loss of hemoglobin following exposure during early development. Therefore, six additional PPO inhibitors within the ToxCast Phase-I library were screened to determine whether anemia represents a common adverse outcome for these herbicides. Embryonic exposure to only one of these PPO inhibitors--flumioxazin--resulted in a similar phenotype as butafenacil, albeit not as severe as butafenacil. Overall, this study highlights the potential utility of this assay for (1) screening chemicals for cardiovascular toxicity and (2) prioritizing chemicals for future hypothesis-driven and mechanism-focused investigations within zebrafish and mammalian models."
25126521,10.1016/j.toxrep.2014.05.010,3,0,0,2014,"The RPTEC/TERT1 cell line models key renal cell responses to the environmental toxicants, benzo[a]pyrene and cadmium.",25126521,"The RPTEC/TERT1 cell line models key renal cell responses to the environmental toxicants, benzo[a]pyrene and cadmium.   Abstract:  We have characterized initial canonical responses to two environmental toxicants, cadmium (Cd) and benzo[a]pyrene (B[a]P), in a novel in vitro model derived from renal proximal tubule epithelial cells (RPTEC) of a healthy human donor. The RPTEC/TERT1 cell line has been immortalized using the human telomerase reverse transcriptase (hTERT) subunit only and does not exhibit chromosomal abnormalities. RPTEC/TERT1 cells were exposed to single-compound and binary mixtures of Cd and B[a]P, known or suspected renal toxicants respectively. Cells exhibited cytotoxicity to concentrations of B[a]P and Cd as low as 1 nm and 3 _M, respectively. RPTEC/TERT1 cells exhibited compound-specific gene expression responses when exposed to 0.01-1 _M B[a]P and 0.1-10 _M Cd. A significant increase in the expression of genes coding for B[a]P metabolizing enzymes (CYP1A1, CYP1B1) occurred in a dose and time dependent manner at 3, 6, and 24 h post exposure. Likewise, a significant increase in the heavy metal responsive gene MT2A was observed following exposure to Cd. The EROD activity assay confirmed significant increases in CYP1(A/B) activity after 24 h of exposure to B[a]P which was not affected by the presence of Cd. Co-exposure to low concentrations of Cd and B[a]P were consistent with changes in gene expression as seen with single-compound exposures. These experiments are the first to provide information regarding toxicological responses in the RPTEC/TERT1 cell line that model those of the target tissue. We conclude that these cells can provide a useful tool for future toxicological studies."
25145659,10.1093/toxsci/kfu169,3,0,0,2014,Incorporating population variability and susceptible subpopulations into dosimetry for high-throughput toxicity testing.,25145659,"Incorporating population variability and susceptible subpopulations into dosimetry for high-throughput toxicity testing.   Abstract:  Momentum is growing worldwide to use in vitro high-throughput screening (HTS) to evaluate human health effects of chemicals. However, the integration of dosimetry into HTS assays and incorporation of population variability will be essential before its application in a risk assessment context. Previously, we employed in vitro hepatic metabolic clearance and plasma protein binding data with in vitro in vivo extrapolation (IVIVE) modeling to estimate oral equivalent doses, or daily oral chemical doses required to achieve steady-state blood concentrations (Css) equivalent to media concentrations having a defined effect in an in vitro HTS assay. In this study, hepatic clearance rates of selected ToxCast chemicals were measured in vitro for 13 cytochrome P450 and five uridine 5'-diphospho-glucuronysyltransferase isozymes using recombinantly expressed enzymes. The isozyme-specific clearance rates were then incorporated into an IVIVE model that captures known differences in isozyme expression across several life stages and ethnic populations. Comparison of the median Css for a healthy population against the median or the upper 95th percentile for more sensitive populations revealed differences of 1.3- to 4.3-fold or 3.1- to 13.1-fold, respectively. Such values may be used to derive chemical-specific human toxicokinetic adjustment factors. The IVIVE model was also used to estimate subpopulation-specific oral equivalent doses that were directly compared with subpopulation-specific exposure estimates. This study successfully combines isozyme and physiologic differences to quantitate subpopulation pharmacokinetic variability. Incorporation of these values with dosimetry and in vitro bioactivities provides a viable approach that could be employed within a high-throughput risk assessment framework."
25247782,10.1371/journal.pone.0108510,1,0,0,2014,Transcriptomic characterization of C57BL/6 mouse embryonic stem cell differentiation and its modulation by developmental toxicants.,25247782,"Transcriptomic characterization of C57BL/6 mouse embryonic stem cell differentiation and its modulation by developmental toxicants.   Abstract:  The Tox21 program calls for transforming toxicology testing from traditional in vivo tests to less expensive and higher throughput in vitro methods. In developmental toxicology, a spectrum of alternative methods including cell line based tests has been developed. In particular, embryonic stem cells (ESCs) have received widespread attention as a promising alternative model for developmental toxicity assessment. Here, we characterized gene expression changes during mouse ESC differentiation and their modulation by developmental toxicants. C57BL/6 ESCs were allowed to differentiate spontaneously and RNA of vehicle controls was collected at 0, 24, 48, 72, 96, 120 and 168 h after embryoid body (EB) formation; RNA of compound-exposed EBs were collected at 24 h. Samples were hybridized to Affymetrix Mouse Gene 2.0 ST Array; using stringent cut-off criteria of Bonferroni-adjusted p&lt;0.05 and fold change &gt;2.0, a total of 1996 genes were found differentially expressed among the vehicle controls at different time points. Gene ontology (GO) analysis showed these regulated genes were mostly involved in differentiation-related processes such as development, morphogenesis, metabolism, cell differentiation, cell organization and biogenesis, embryonic development, and reproduction. Biomarkers of all three germ layers or of their derivative early cell types were identified in the gene list. Principal component analysis (PCA) based on these genes showed that the unexposed vehicle controls appeared in chronological order in the PCA plot, and formed a differentiation track when connected. Cultures exposed to thalidomide, monobutyl phthalate, or valproic acid deviated significantly from the differentiation track, manifesting the capacity of the differentiation track to identify the modulating effects of diverse developmental toxicants. The differentiation track defined in this study may be further exploited as a baseline for developmental toxicity testing, with compounds causing significant deviation from the differentiation track being predicted as potential developmental toxicants."
25257666,10.1038/srep06437,0,0,0,2014,Quantitative high-throughput profiling of environmental chemicals and drugs that modulate farnesoid X receptor.,25257666,"Quantitative high-throughput profiling of environmental chemicals and drugs that modulate farnesoid X receptor.   Abstract:  The farnesoid X receptor (FXR) regulates the homeostasis of bile acids, lipids, and glucose. Because endogenous chemicals bind and activate FXR, it is important to examine which xenobiotic compounds would disrupt normal receptor function. We used a cell-based human FXR _-lactamase (Bla) reporter gene assay to profile the Tox21 10K compound collection of environmental chemicals and drugs. Structure-activity relationships of FXR-active compounds revealed by this screening were then compared against the androgen receptor, estrogen receptor _, peroxisome proliferator-activated receptors _ and _, and the vitamin D receptor. We identified several FXR-active structural classes including anthracyclines, benzimidazoles, dihydropyridines, pyrethroids, retinoic acids, and vinca alkaloids. Microtubule inhibitors potently decreased FXR reporter gene activity. Pyrethroids specifically antagonized FXR transactivation. Anthracyclines affected reporter activity in all tested assays, suggesting non-specific activity. These results provide important information to prioritize chemicals for further investigation, and suggest possible modes of action of compounds in FXR signaling."
25302578,10.1289/ehp.1408642,0,0,0,2015,Profiling of the Tox21 chemical collection for mitochondrial function to identify compounds that acutely decrease mitochondrial membrane potential.,25302578,"Profiling of the Tox21 chemical collection for mitochondrial function to identify compounds that acutely decrease mitochondrial membrane potential.   Abstract:  BACKGROUND: Mitochondrial dysfunction has been implicated in the pathogenesis of a variety of disorders including cancer, diabetes, and neurodegenerative and cardiovascular diseases. Understanding whether different environmental chemicals and druglike molecules impact mitochondrial function represents an initial step in predicting exposure-related toxicity and defining a possible role for such compounds in the onset of various diseases. OBJECTIVE: We sought to identify individual chemicals and general structural features associated with changes in mitochondrial membrane potential (MMP). METHODS: We used a multiplexed [two end points in one screen; MMP and adenosine triphosphate (ATP) content] quantitative high throughput screening (qHTS) approach combined with informatics tools to screen the Tox21 library of 10,000 compounds (~ 8,300 unique chemicals) at 15 concentrations each in triplicate to identify chemicals and structural features that are associated with changes in MMP in HepG2 cells. RESULTS: Approximately 11% of the compounds (913 unique compounds) decreased MMP after 1 hr of treatment without affecting cell viability (ATP content). In addition, 309 compounds decreased MMP over a concentration range that also produced measurable cytotoxicity [half maximal inhibitory concentration (IC50) in MMP assay/IC50 in viability assay _ 3; p &lt; 0.05]. More than 11% of the structural clusters that constitute the Tox21 library (76 of 651 clusters) were significantly enriched for compounds that decreased the MMP. CONCLUSIONS: Our multiplexed qHTS approach allowed us to generate a robust and reliable data set to evaluate the ability of thousands of drugs and environmental compounds to decrease MMP. The use of structure-based clustering analysis allowed us to identify molecular features that are likely responsible for the observed activity."
